43,10,27,57,27,54,25,22,37,54,29,35,61,38,43,78,38,56,13,17,0.075,0.247,0.298,0.24,6.697,85085.13,54.86,1
52,17,38,48,33,72,21,30,36,63,14,33,60,33,44,82,37,53,12,19,0.08,0.263,0.31,0.222,6.42,87019.91,53.98,1
31,12,34,40,20,37,16,19,20,49,10,12,45,27,41,60,38,38,12,9,0.072,0.258,0.27,0.228,5.722,63494.56,59.06,1
2,1,1,7,2,4,1,0,0,5,2,1,3,3,3,0,1,5,1,1,0.093,0.326,0.186,0.372,4.422,4974.61,56.53,1
17,3,10,26,7,20,3,8,14,13,8,3,11,11,14,18,9,15,4,6,0.077,0.241,0.236,0.291,5.121,24541.32,55.78,1
49,8,35,41,32,52,21,29,23,79,23,34,53,65,36,77,40,45,14,20,0.085,0.282,0.278,0.247,5.687,86448.44,60.09,1
46,21,49,53,35,71,25,26,33,67,10,26,50,30,56,73,35,60,11,17,0.079,0.272,0.277,0.222,6.058,87709.53,52.47,1
37,8,36,29,20,39,24,22,23,82,19,31,61,125,25,69,30,31,9,13,0.057,0.241,0.273,0.228,5.758,82323.04,76.06,1
44,11,37,36,36,55,28,34,21,88,18,43,76,92,44,103,46,55,14,19,0.077,0.273,0.308,0.207,6.403,100047.10,69.30,1
47,14,38,35,31,69,20,30,29,57,19,30,52,25,39,62,37,46,11,14,0.079,0.268,0.302,0.224,6.478,76791.07,45.62,1
73,15,50,42,31,50,29,47,40,113,29,61,85,139,48,107,63,69,14,20,0.058,0.261,0.269,0.228,6.755,125278.97,62.94,1
42,9,32,47,25,41,26,22,33,46,26,33,53,35,46,72,31,47,13,14,0.075,0.241,0.287,0.232,7.458,77951.95,50.97,1
32,9,22,35,25,36,12,36,21,35,17,20,45,19,28,63,27,26,10,18,0.099,0.28,0.306,0.222,5.898,59658.90,51.57,1
47,11,40,62,35,57,28,24,37,69,28,42,67,37,51,75,60,49,13,15,0.074,0.242,0.285,0.243,6.083,94612.30,50.50,1
38,12,35,48,20,36,16,22,30,48,12,15,52,28,41,60,33,43,14,12,0.075,0.259,0.265,0.237,5.82,68855.80,60.60,1
55,19,54,60,39,53,33,46,40,104,20,58,65,74,46,115,52,56,11,23,0.071,0.273,0.284,0.234,5.629,114082.58,59.03,1
35,5,31,42,33,49,18,32,23,66,21,31,50,59,38,76,43,44,15,18,0.091,0.285,0.283,0.225,5.874,81870.23,60.36,1
51,19,49,48,31,67,23,27,30,73,14,27,50,32,54,63,32,58,11,19,0.078,0.281,0.266,0.239,5.999,86066.24,50.33,1
59,15,34,64,34,55,30,24,42,56,26,37,69,44,49,93,44,60,14,17,0.075,0.237,0.293,0.237,6.524,96126.91,53.68,1
55,19,40,50,31,68,24,32,35,65,14,31,57,35,51,86,33,54,12,18,0.075,0.262,0.299,0.227,6.674,88851.02,58.22,1
45,12,34,50,22,42,22,24,28,55,16,14,50,27,48,74,38,45,11,13,0.069,0.254,0.269,0.248,6.286,74427.08,57.94,1
38,13,36,57,28,49,16,25,38,59,21,17,50,32,42,66,44,54,15,6,0.069,0.265,0.258,0.248,5.782,78580.36,53.16,1
44,12,33,59,25,45,19,26,39,61,20,22,49,32,42,68,43,45,15,12,0.073,0.259,0.259,0.259,6.01,79528.10,59.24,1
32,6,23,35,23,31,13,20,21,52,13,20,40,24,32,49,31,39,12,15,0.094,0.303,0.264,0.249,6.258,59747.22,59.39,1
52,20,54,57,34,68,27,30,38,68,11,27,53,30,52,75,38,59,11,21,0.08,0.27,0.27,0.228,5.737,59747.22,59.39,1
70,15,52,47,37,59,36,46,40,111,28,48,86,161,45,103,54,51,13,20,0.062,0.248,0.264,0.228,6.225,125562.55,69.15,1
50,11,41,38,35,51,32,33,24,91,17,39,76,89,48,106,46,57,14,18,0.073,0.271,0.297,0.214,6.543,101925.23,70.29,1
